UID,Text,video_doorbell,gate,lock,intercom,lights,dog,police,security_camera_system,none,warning_sign,guard_ID_resident,security_screen_door
20149077,I heard a large dog barking at the door when I rand the doorbell.,,,,,,1,,,,,,
20149174,Spanish speakers sp.,,,,,,,,,,,,
20149204,No trespassing no soliciting sign security guards on duty.,,,,,,,,,,1,1,
20149334,RING doorbell,1,,,,,,,,,,,
20149754,None observed . Semi unkempt with youth bikes positioned in front of house .,,,,,,,,,1,,,
20149828,Door bell camera,1,,,,,,,,,,,
20150242,Lots of hollowed decorations,,,,,,,,,,,,
20150509,Someone needs to open the front door for you.,,,,,,,,,,,,
20151502,Guard denied access,,,,,,,,,,,1,
20152129,A key card to swipe,,,1,,,,,,,,,
20152312,"Many Halloween decorations in the yard. Blue pickup, red pickup and 2 other cars in disrepair in yard.",,,,,,,,,,,,
20152334,Electronic gates not working so I drove in,,,,,,,,,1,,,
20152431,There are no trespassing or soliciting signs posted,,,,,,,,,,1,,
20152754,Dwelling is currently Abandoned. No trespassing sign from city of Newark. For more information call 973-733-3914,,,,,,,,,,1,,
20153616,None that I can find,,,,,,,,,1,,,
20153649,I came from the back were the garbage is place and there was an elevator no need to ask for access.,,,,,,,,,,,,
20153735,Gated community,,1,,,,,,,,,,
20154932,None seen-Amish family,,,,,,,,,1,,,
20154998,Extremely unsafe area,,,,,,,,,,,,
20155861,You need a name to ring apt,1,,,,,,,,,,,
20155980,Video doorbell,1,,,,,,,,,,,
20156091,Door to apartments are locked with no intercom or a way to access apartment.,,,1,,,,,,,,,
20156961,Building H is in the back of,,,,,,,,,,,,
20157157,"There is phone directory access phones in the front, but it seems every apartment has a balcony with a gate",,1,,,,,,,,,,
20157276,ADT security label on door,,,,,,,,,,1,,
20157298,Security lights,,,,,1,,,,,,,
20157328,Chain across driveway entrance,,1,,,,,,,,,,
20157522,Gated community,,1,,,,,,,,,,
20158558,Electronic directory,,,,,,,,,,,,
20158611,Video door bell,1,,,,,,,,,,,
20158804,This a 2 family unit. I spoke with the owner of apt  2 and she works for the city and is uninterested. Apt 1. ... There was no one home. Will check with Supervisor as to what to do.,,,,,,,,,,,,
20158882,No trespassing sign,,,,,,,,,,1,,
20159681,Locked building. No intercom nor buzz in. Sign on building www.apartmentsnearcampus.com,,,1,,,,,,,1,,
20159744,Big gate in front of entrance sign says no trespassing on gate and that there is surveillance,,1,,,,,,1,,1,,
20160470,This is a gated apartment community. There are fences and a gate with a keypad and intercom at the entryway.,,1,,1,,,,,,,,
20161086,DU is not well kept trash in the yard and on the steps. Ask neighbor does someone live there they said yes,,,,,,,,,,,,
20161387,Doorbell camera,1,,,,,,,,,,,
20161967,Numbered call box. Code needed.,,,,1,,,,,,,,
20162238,Must show ID to drive unto parking lot,,,,,,,,,,,1,
20162573,Private comminity,,,,,,,,,,,,
20162926,None visible,,,,,,,,,1,,,
20163123,Cameras on front porch and dogs,,,,,,1,,1,,,,
20163275,Gated community named Chapalla Community. Some one just walking by put the code in for me to enter,,1,,,,,,,,,,
20164030,Appears to be a  Senior Living facility.,,,,,,,,,,,,
20164698,None that I can see besides Beware of dog sign,,,,,,,,,,1,,
20165862,This unit is in Bldg # 5113-18,,,,,,,,,,,,
20166199,Motion lights,,,,,1,,,,,,,
20166940,Heard dog on premises,,,,,,1,,,,,,
20167404,"Very limited street parking, need a key or someone from inside open the front door.",,,1,,,,,,,,,
20167697,Single family unit. Nice development. Left SIMY Card.,,,,,,,,,,,,
20167987,This is a gated apt complex,,1,,,,,,,,,,
20168184,"Separate locked entrances for 1st Floor Front and other 3 units: First Floor Rear, Second Floor Front and Second Floor Rear.",,,1,,,,,,,,,
20168236,Grass not kept up.,,,,,,,,,,,,
20168571,Neighborhood watch signs,,,,,,,,,,1,,
20168593,Country living,,,,,,,,,,,,
20168849,Single family no children?,,,,,,,,,,,,
20169002,There is a ADT sticker in the window,,,,,,,,,,1,,
20169068,Key code gated community for 55+,,1,,,,,,,,,,
20169080,Housing structure unit,,,,,,,,,,,,
20170125,There is a small gate across the porch area.,,1,,,,,,,,,,
20170288,His dwelling is a lake house on Lake Norvell pretty high,,,,,,,,,,,,
20170307,There is a gate in the front of the house with a key pad and intercom. Not all of the houses havegates,,1,,1,,,,,,,,
20170482,Not that I can see,,,,,,,,,1,,,
20170954,I didn?€?t realize the building had different addresses within itself. When I got to 127 there was an iron door preventing me from gaining access to the apartment door. No call box.,,,,,,,,,,,,1
20170976,Ring doorbell,1,,,,,,,,,,,
20171300,None were visible,,,,,,,,,1,,,
20171311,No soliciting sign on door,,,,,,,,,,1,,
20171623,Farm. Owners are farmers. No other security devices,,,,,,,,,1,,,
20171667,Flood lights on corners of home,,,,,1,,,,,,,
20172143,Some gun warning owner has a gun.,,,,,,,,,,1,,
20172187,No lights in entrance,,,,,,,,,,,,
20172983,Back path leads to welcome door,,,,,,,,,,,,
20173447,A button intercom system is at the locked gate.,,1,1,1,,,,,,,,
20173469,Gate was open but large lock and chain on entrance,,1,1,,,,,,,,,
20173533,"Retirement complex; guard with boomgate,  (had called ahead to arrange w/ security supervisor, then report to reception at oak leaf clubhouse to wait for security staff to accompany to unit.",,1,,,,,,,,,1,
20174053,Key fob needed to access floors,,,1,,,,,,,,,
20175089,Home may be vacant,,,,,,,,,,,,
20175197,Intercom is broken,,,,1,,,,,,,,
20175250,No Soliciting sign at the entrance of the housing complex.,,,,,,,,,,1,,
20175346,Locked gate,,1,1,,,,,,,,,
20175744,Public housing. Security front desk.,,,,,,,,,,,1,
20176446,Ring doorbell big dog inside,1,,,,,1,,,,,,
20176617,Bldg locked at night. Need key or person living here to let in.,,,1,,,,,,,,,
20177308,Gate across road to get to the house or seven,,1,,,,,,,,,,
20177320,Security lights,,,,,1,,,,,,,
20177461,Trespassing will be prosecuted,,,,,,,,,,1,,
20178345,This visit was conducted on 11/3,,,,,,,,,,,,
20178668,Home has Ring Doorbell.,1,,,,,,,,,,,
20178798,"Guard asked for ID, the address visiting, and viewed/recorded car license plate information. He then allowed me access into gated community.",,1,,,,,,,,,1,
20180580,DU appears to be a business... pug paws kennel,,,,,,1,,,,,,
20180676,Lit areas,,,,,1,,,,,,,
20180728,To me it looks like a single family unit. No one is home so I left a message on the SIMY CARD for apartment 2.,,,,,,,,,,,,
20181129,Had screened in area to front door,,,,,,,,,,,1,
20181271,Abandon mobile home. Mold growing on the outside of the home. Barricaded by Bobwire fence with a no trespassing sign.,,,,,,,,,,1,,
20181312,Dog sticker on apartment door,,,,,,,,,,1,,
20181594,Looks vacant.,,,,,,,,,,,,
20182230,Posted private property no hunting,,,,,,,,,,1,,
20182724,Basement bell separated in the entrance,,,,,,,,,,,,
20182832,Arm at gate is broken. Able to gain access today,,1,,,,,,,,,,
20182843,This appears to be a garage apartment the entrance is fenced in.,,1,,,,,,,,,,
20183277,Locked gate. Mailbox on outside of gate with mail drop,,1,1,,,,,,,,,
20183620,Cattle face m with no apparent barriers or security,,,,,,,,,1,,,
20183879,Someone needs to come down to open the front door,,,1,,,,,,,,,
20183921,No one home all the lights off dog loose in front yard,,,,,,1,,,,,,
20184087,Gate around driveway. ( open ),,1,,,,,,,,,,
20184195,Sign in the book before going upstairs.,,,,,,,,,,,1,
20184333,Shared entrance for all apartments requires a key to enter. No intercom or lobby accessible.,,,1,,,,,,,,,
20184430,Flood and motion lights,,,,,1,,,,,,,
20184441,Scattered housing on a backroad.  Appears to be fairly maintained.,,,,,,,,,,,,
20184612,SP has The Ring doorbell z,1,,,,,,,,,,,
20185068,Home has key padlock from realty on front door knob. Empty home. For sale.,,,1,,,,,,,,,
20185295,Huge complex. No answer when the guard called. Will try again on the weekend.,,,,,,,,,,,1,
20185842,Apt 4  11/4,,,,,,,,,,,,
20186027,Does not look too bad.,,,,,,,,,,,,
20186533,Porch is fenced and gated to keep dogs enclosed,,1,,,,1,,,,,,
20186715,Can?€?t get to front door the house is in gated yard.,,1,,,,,,,,,,
20186997,Not sure if the home is occupied. Front yard does not look kept up.,,,,,,,,,,,,
20187279,DU is out in the country up a steep hill and winding driveway.,,,,,,,,,,,,
20188379,Cud-die sack,,,,,,,,,,,,
20189060,"Gatekeeper would not allow entrance without scheduled appointment indicated. After looking over the gatekeeper document, I still wasn?€?t granted access.",,1,,,,,,,,,1,
20189208,The Respondent has a chain on his door,,,,,,,,,,,,1
20189316,Key to get access,,,1,,,,,,,,,
20189327,Unsafe building notice on front & back,,,,,,,,,,1,,
20189479,"Need to go around the other way to get to Bahia Ct, can?€?t go through on Mountains",,,,,,,,,,,,
20190503,Key fob needed,,,1,,,,,,,,,
20190688,There is an intercom at the door,,,,1,,,,,,,,
20191283,"6 foot wooden fence enclosing property, spay painted with no trespassing signs.",,1,,,,,,,,1,,
20191443,Ground level 2nd apt in on left of a quad bldg.,,,,,,,,,,,,
20191755,Be at street in front with street lights.,,,,,,,,,,,,
20193137,In house dog but no additional security messures,,,,,,1,,,,,,
20193784,Gated trailer park. Must know code.,,1,,,,,,,,,,
20193803,Just the 2 dogs loose on property is all I could see,,,,,,1,,,,,,
20193999,House appear to be vacant.  No sign of residency,,,,,,,,,,,,
20194420,Camera,,,,,,,,1,,,,
20195490,Apartment in gated community which requires access by a resident.,,1,,,,,,,,,,
20195746,Secured locked door to main entrance.,,,1,,,,,,,,,
20196329,A key is needed to enter the building,,,1,,,,,,,,,
20196697,Key fob needed to gain access to floors,,,1,,,,,,,,,
20196921,Restricted parking,,,,,,,,,,,,
20197032,Key fob needed to gain access to floors,,,1,,,,,,,,,
20197054,Intercom video doorbell,1,,,1,,,,,,,,
20197225,Neighborhood under surveillance,,,,,,,,1,,,,
20197333,There is a fence on the entrance didn?€?t see any gates.,,1,,,,,,,,,,
20197388,None visible,,,,,,,,,1,,,
20197690,None were present,,,,,,,,,1,,,
20197797,Only garage accessible from driveway,,,,,,,,,,,,
20198682,Callbox,,,,1,,,,,,,,
20198938,Dogs on property,,,,,,1,,,,,,
20199599,"Home overgrown with vines, two dogs, one was aggressive, abandoned vehicle on premises.",,,,,,1,,,,,,
20199975,Locked main door of building. Unlocked or locked at 7 per a resident in area.,,,1,,,,,,,,,
20200181,Intercom video doorbell,1,,,1,,,,,,,,
20200415,2 flat,,,,,,,,,,,,
20200493,ADT sign in yard,,,,,,,,,,1,,
20201054,Property is gated with an iron fence,,1,,,,,,,,,,
20201292,Single family home.,,,,,,,,,,,,
20201560,Double wide mobile home loose chickens and dogs,,,,,,1,,,,,,
20201827,Keypad only gate,,1,,,,,,,,,,
20202950,Locked door no intercom or way to reach renter,,,1,,,,,,,,,
20202994,Receptionist in front,,,,,,,,,,,1,
20203049,Gated apartment complex,,1,,,,,,,,,,
20203812,Door must be open by someone inside the house to get access,,,1,,,,,,,,,
20204785,Brick row houses. Not a bad neighborhood.,,,,,,,,,,,,
20205090,ADT security service sign in front of house,,,,,,,,,,1,,
20205175,The home is up a steep driveway hill,,,,,,,,,,,,
20205777,This community is a private property. Big sign says   No trespassing violators will be procecuted,,,,,,,,,,1,,
20207289,"Private street, unable to access.",,,,,,,,,,,,
20207290,CPI alarm signs in the yard,,,,,,,,,,1,,
20207535,Initial corridor door can be open or close.,,,,,,,,,,,,
20207568,Must know residents name to look up doorbell code,1,,,,,,,,,,,
20207728,This is a guarded community. Was not granted access. Resident told guard to tell me she?€?s not interested,,,,,,,,,,,1,
20208486,Grass needs water.,,,,,,,,,,,,
20208721,Ring Doorbell,1,,,,,,,,,,,
20209218,"Need fob to enter building, if leasing office sees you on camera- they will come to open door",,,,,,,,1,,,,
20209360,Key code to enter building,,,1,,,,,,,,,
20209586,Unable to access the property,,,,,,,,,,,,
20209627,Private community,,,,,,,,,,,,
20210278,Security iron front door,,,,,,,,,,,,1
20210535,Gated community but gate is not manned,,1,,,,,,,,,,
20210632,Punch code gated system. The gate was open so I was able to drive through.,,1,,,,,,,,,,
20211817,Gated community apartment units. I need to speak to a property management company staff in order to access this unit.,,1,,,,,,,,,,
20212207,Ring doorbell,1,,,,,,,,,,,
20213493,Callbox,,,,1,,,,,,,,
20213716,Private street,,,,,,,,,,,,
20213783,There is a white sliding security gate that opens and closes for cars to park in the driveway but it is currently open.,,1,,,,,,,,,,
20214009,Need fob for all entrances and elevators,,,1,,,,,,,,,
20214667,Private community: The Wrens,,,,,,,,,,,,
20214805,Couldn?€?t see too much dark rural area,,,,,,,,,,,,
20214861,"A girl was coming inside, I introduced myself and told her I need to get inside and knocked on apt2 and she locked the front door.. telling me she will go inside and ask them if I can get inside. I just waited.",,,1,,,,,,,,,
20214979,Black car CA exempt car parks on the driveway.,,,,,,,,,,,,
20215080,"2 flat controlled access. No Halloween decorations, children?",,,,,,,,,,,,
20216209,"Individual padlock on attached storage unit, a/c compressor off its base, siding missing from exterior walls, however the entire complex appears to be undergoing renovation and updating.",,,1,,,,,,,,,
20216641,ADT,,,,,,,,,,1,,
20217019,There is a gate and fence before entrance. A keypad and intercom next to gate. A security company sign in yard,,1,,1,,,,,,1,,
20218830,Respondent felt safe because nice neighborhood and because policeman live on same street.,,,,,,,1,,,,,
20220398,Security lights,,,,,1,,,,,,,
20220774,Ring doorbell,1,,,,,,,,,,,
20220785,There was some sort of security because when he opened door I heard front door open,,,,,,,,,,,,
20221238,Home is vacant.,,,,,,,,,,,,
20222123,Two dogs barking/green wooden shutters on ground level windows,,,,,,1,,,,,,
20222156,They have an electric gate.,,1,,,,,,,,,,
20222220,mayfield memorial apartments,,,,,,,,,,,,
20222424,Video doorbell,1,,,,,,,,,,,
20222811,Gated apartment complex,,1,,,,,,,,,,
20222996,I followed a vehicle in,,,,,,,,,,,,
20223632,Security gate to enter building....couldn?€?t get inside,,1,,,,,,,,,,
20224237,Building M 193-208,,,,,,,,,,,,
20224743,Gates were open to access the neighborhood but may close at a certain time,,1,,,,,,,,,,
20224851,Single family.,,,,,,,,,,,,
20224981,Dogs present no signd,,,,,,1,,,,,,
20226352,Automatic lights,,,,,1,,,,,,,
20227548,Chain on the gate didn?€?t have a lock.,,1,,,,,,,,,,
20227894,Security lights,,,,,1,,,,,,,
20227979,Video doorbell,1,,,,,,,,,,,
20228154,Exterior security lighting,,,,,1,,,,,,,
20228176,"Back house, very limited street parking.",,,,,,,,,,,,
